1.0,-0.91
-0.00011214841
-0.000105385574
-0.000101814774
-0.00011629052
-0.000094541414
-0.000092915754
-0.00012549874
-0.00011423637
-0.00012506914
-0.00011077842
-0.000111618625
-0.000107908585
-0.000107264554
-0.00012212347
-0.000109169516
-0.00009904365
-0.000119680466
-0.00009638635
-0.000120992416
-0.00010829063
-0.000109188186
-0.00010738456
-0.00010960346
-0.00012158917
-0.000094857925
-0.000102745485
-0.000119945464
-0.000110114845
-0.00011589553
-0.00010904733
-0.00010928502
-0.000118695185
-0.000095496725
-0.00012276847
-0.00009671888
-0.00010872027
-0.00011972701
-0.00010311229
-0.00011268258
-0.00009247872
-0.00010987394
-0.00012444267
-0.00009588234
-0.0001224605
-0.00011076723
-0.00010950417
-0.00010896026
-0.00011096408
-0.00011984365

